Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B1A B1A V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-02-13T02:30:00+11:00 Sydney,10kW,12kW,23kW,,135kW,123kW,6kW,6kW,0kW,0kW,17kW,1kW,1kW,,2kW,0kW,241kW,1kW,2kW,1kW,17kW,89kW,0kW,35kW,25kW,,34kW,8kW,0kW,0kW,,,15kW,1kW,4kW,4kW,1kW,35kW,,7kW,33kW,94kW,21kW,0kW,27kW,0kW,,1kW,59kW,2kW,21kW,2425.570602416992kW,,26kW,0kW,0kW,14kW,4kW,0kW,0kW,1kW,22kW,22kW,35kW,2kW,2kW,170kW,80kW,0.05294722318649292kW,0kW,1kW,0kW,50kW,,,17kW,0kW,0kW,70kW,12kW,0kW,,401kW,11kW,98kW,35kW,,,321kW,12kW,,0kW,3kW,0kW,1kW,102kW,7kW,0kW,4kW,45kW,0kW,,0kW,366kW,43kW,32kW,56kW,19kW,0kW,,0kW,14kW,,2kW,,0kW,400kW,,485.21170806884766kW,2kW,,0kW,270kW,1kW,17kW,21kW,8kW,30kW,109kW,0kW,,29kW,3kW,7442.855568766618kW,8819.11752319336kW,147kW,12kW,,1kW,0kW,4kW,628kW,,,0kW,18kW,8kW,89kW,3kW,323kW,0kW,49kW,0kW
2016-02-13T02:40:00+11:00 Sydney,10kW,12kW,25kW,,125kW,123kW,6kW,6kW,0kW,0kW,15kW,1kW,1kW,,2kW,0kW,246kW,1kW,6kW,1kW,17kW,100kW,0kW,32kW,25kW,,44kW,3kW,0kW,0kW,,,13kW,1kW,4kW,4kW,1kW,37kW,,8kW,33kW,91kW,22kW,0kW,26kW,0kW,,1kW,59kW,2kW,42kW,2402.873794555664kW,,27kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,22kW,27kW,33kW,1kW,2kW,170kW,82kW,0.05273064598441124kW,0kW,1kW,0kW,46kW,,,17kW,0kW,0kW,68kW,9kW,0kW,,377kW,11kW,93kW,26kW,,,338kW,8kW,,0kW,3kW,4kW,1kW,66kW,11kW,0kW,4kW,41kW,0kW,,0kW,322kW,40kW,26kW,56kW,20kW,0kW,,0kW,14kW,,1kW,,0kW,395kW,,485.21170806884766kW,2kW,,0kW,270kW,1kW,18kW,21kW,8kW,34kW,109kW,0kW,,25kW,1kW,7400.353874390746kW,8959.417682647705kW,139kW,10kW,,1kW,0kW,4kW,628kW,,,0kW,18kW,8kW,89kW,2kW,323kW,0kW,46kW,0kW
2016-02-13T02:50:00+11:00 Sydney,10kW,13kW,23kW,,125kW,125kW,6kW,7kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,246kW,1kW,6kW,1kW,17kW,100kW,0kW,39kW,25kW,,45kW,3kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,37kW,,8kW,33kW,91kW,22kW,0kW,28kW,0kW,,1kW,70kW,2kW,42kW,2463.4344940185547kW,,66kW,0kW,0kW,14kW,6kW,0kW,0kW,1kW,22kW,27kW,33kW,1kW,2kW,171kW,82kW,0.05541399121284485kW,0kW,1kW,0kW,54kW,,,26kW,0kW,0kW,66kW,9kW,0kW,,377kW,11kW,93kW,30kW,,,344kW,8kW,,0kW,1kW,4kW,1kW,104kW,11kW,0kW,4kW,41kW,0kW,,0kW,343kW,38kW,31kW,43kW,20kW,0kW,,0kW,13kW,,2kW,,0kW,395kW,,486.03328704833984kW,3kW,,0kW,309kW,1kW,21kW,19kW,8kW,38kW,110kW,0kW,,29kW,3kW,7515.500294581056kW,8906.88039779663kW,140kW,10kW,,1kW,0kW,4kW,653kW,,,0kW,18kW,8kW,91kW,2kW,322kW,0kW,46kW,0kW
2016-02-13T03:00:00+11:00 Sydney,11kW,13kW,23kW,,113kW,125kW,5kW,10kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,245kW,1kW,2kW,1kW,17kW,107kW,0kW,36kW,22kW,,45kW,3kW,0kW,0kW,,,15kW,1kW,4kW,4kW,1kW,36kW,,7kW,30kW,93kW,22kW,0kW,29kW,0kW,,1kW,70kW,2kW,24kW,2462.197296142578kW,,66kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,22kW,25kW,26kW,0kW,2kW,170kW,79kW,0.05541399121284485kW,0kW,1kW,0kW,54kW,,,26kW,0kW,0kW,67kW,9kW,0kW,,374kW,11kW,92kW,30kW,,,362kW,6kW,,0kW,3kW,0kW,1kW,116kW,8kW,0kW,4kW,42kW,0kW,,0kW,347kW,38kW,31kW,46kW,19kW,0kW,,0kW,14kW,,2kW,,0kW,392kW,,500.7181930541992kW,3kW,,0kW,309kW,1kW,21kW,23kW,8kW,38kW,111kW,0kW,,29kW,3kW,7526.923636636864kW,8816.796829223633kW,145kW,11kW,,1kW,0kW,3kW,620kW,,,0kW,18kW,8kW,91kW,2kW,319kW,0kW,45kW,0kW
2016-02-13T03:10:00+11:00 Sydney,11kW,12kW,23kW,,113kW,126kW,5kW,10kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,236kW,1kW,2kW,1kW,17kW,87kW,0kW,36kW,25kW,,39kW,7kW,0kW,0kW,,,15kW,1kW,4kW,4kW,1kW,35kW,,7kW,29kW,93kW,22kW,0kW,29kW,0kW,,1kW,64kW,2kW,22kW,2462.197296142578kW,,41kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,18kW,25kW,25kW,0kW,2kW,170kW,76kW,0.05267016589641571kW,0kW,1kW,0kW,50kW,,,17kW,0kW,0kW,67kW,9kW,0kW,,371kW,11kW,91kW,27kW,,,362kW,8kW,,0kW,3kW,0kW,1kW,116kW,7kW,0kW,4kW,42kW,0kW,,0kW,321kW,38kW,28kW,58kW,20kW,0kW,,0kW,14kW,,2kW,,0kW,407kW,,491.40571212768555kW,2kW,,0kW,309kW,1kW,15kW,26kW,8kW,34kW,111kW,0kW,,26kW,3kW,7513.659640555805kW,8789.801132202148kW,145kW,11kW,,1kW,0kW,3kW,628kW,,,0kW,18kW,8kW,87kW,3kW,324kW,0kW,45kW,0kW
2016-02-13T03:20:00+11:00 Sydney,10kW,12kW,24kW,,156kW,126kW,7kW,11kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,238kW,1kW,2kW,1kW,17kW,95kW,0kW,33kW,27kW,,45kW,7kW,0kW,0kW,,,15kW,1kW,4kW,4kW,1kW,36kW,,8kW,27kW,84kW,21kW,0kW,28kW,0kW,,2kW,81kW,2kW,22kW,2397.5086975097656kW,,41kW,0kW,0kW,14kW,6kW,0kW,0kW,1kW,19kW,22kW,27kW,0kW,5kW,170kW,73kW,0.05762437731027603kW,0kW,1kW,0kW,50kW,,,17kW,0kW,0kW,75kW,9kW,0kW,,375kW,11kW,95kW,25kW,,,358kW,8kW,,0kW,3kW,0kW,1kW,104kW,8kW,0kW,4kW,42kW,0kW,,0kW,366kW,40kW,28kW,58kW,20kW,0kW,,0kW,14kW,,1kW,,0kW,384kW,,513.3908081054688kW,2kW,,0kW,275kW,1kW,16kW,26kW,8kW,30kW,105kW,0kW,,25kW,1kW,7455.682513970882kW,8845.86828994751kW,141kW,11kW,,1kW,0kW,4kW,635kW,,,0kW,18kW,8kW,92kW,3kW,324kW,0kW,51kW,0kW
2016-02-13T03:30:00+11:00 Sydney,10kW,12kW,24kW,,156kW,125kW,7kW,11kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,245kW,1kW,2kW,1kW,17kW,95kW,0kW,39kW,27kW,,50kW,7kW,0kW,0kW,,,15kW,1kW,4kW,4kW,4kW,36kW,,8kW,28kW,84kW,22kW,0kW,28kW,0kW,,2kW,64kW,2kW,22kW,2387.3233947753906kW,,31kW,0kW,0kW,14kW,6kW,0kW,0kW,1kW,19kW,22kW,27kW,0kW,6kW,169kW,76kW,0.05762437731027603kW,0kW,1kW,0kW,54kW,,,21kW,0kW,0kW,75kW,9kW,0kW,,375kW,11kW,95kW,26kW,,,358kW,6kW,,0kW,1kW,0kW,1kW,116kW,8kW,0kW,4kW,78kW,0kW,,0kW,354kW,40kW,28kW,50kW,20kW,0kW,,0kW,15kW,,2kW,,0kW,399kW,,513.3908081054688kW,3kW,,0kW,256kW,1kW,18kW,19kW,8kW,30kW,107kW,0kW,,31kW,3kW,7431.497211236507kW,8812.653232574463kW,141kW,11kW,,1kW,0kW,4kW,623kW,,,0kW,18kW,8kW,92kW,3kW,324kW,0kW,51kW,0kW
2016-02-13T03:40:00+11:00 Sydney,10kW,12kW,23kW,,145kW,125kW,7kW,6kW,0kW,0kW,16kW,1kW,1kW,,3kW,0kW,245kW,0kW,2kW,1kW,17kW,87kW,0kW,32kW,24kW,,50kW,7kW,0kW,0kW,,,15kW,1kW,8kW,8kW,4kW,37kW,,7kW,28kW,79kW,22kW,0kW,26kW,0kW,,1kW,66kW,2kW,22kW,2420.5596923828125kW,,31kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,22kW,23kW,23kW,0kW,6kW,169kW,76kW,0.053631287068128586kW,0kW,1kW,0kW,54kW,,,21kW,0kW,0kW,69kW,9kW,0kW,,350kW,11kW,102kW,30kW,,,313kW,14kW,,0kW,1kW,0kW,1kW,104kW,8kW,0kW,4kW,78kW,0kW,,0kW,347kW,40kW,27kW,48kW,23kW,0kW,,0kW,15kW,,2kW,,0kW,408kW,,480.44860076904297kW,3kW,,0kW,253kW,2kW,18kW,20kW,8kW,30kW,107kW,0kW,,31kW,3kW,7330.743208160624kW,8708.488971710205kW,141kW,10kW,,1kW,0kW,4kW,615kW,,,0kW,18kW,8kW,75kW,2kW,324kW,0kW,46kW,0kW
2016-02-13T03:50:00+11:00 Sydney,10kW,11kW,23kW,,91kW,124kW,6kW,6kW,0kW,0kW,17kW,1kW,1kW,,3kW,0kW,243kW,0kW,2kW,1kW,17kW,100kW,0kW,32kW,26kW,,40kW,4kW,0kW,0kW,,,14kW,1kW,8kW,8kW,1kW,37kW,,6kW,27kW,90kW,21kW,0kW,26kW,0kW,,1kW,66kW,2kW,25kW,2413.5596923828125kW,,123kW,0kW,0kW,14kW,5kW,0kW,0kW,3kW,22kW,23kW,29kW,0kW,2kW,170kW,73kW,0.05283823609352112kW,0kW,1kW,0kW,54kW,,,19kW,0kW,0kW,69kW,8kW,0kW,,378kW,11kW,102kW,30kW,,,340kW,14kW,,0kW,3kW,0kW,1kW,105kW,8kW,0kW,4kW,42kW,0kW,,0kW,313kW,37kW,24kW,56kW,23kW,0kW,,0kW,15kW,,2kW,,0kW,393kW,,480.44860076904297kW,2kW,,0kW,247kW,2kW,18kW,20kW,8kW,31kW,105kW,0kW,,26kW,3kW,7339.742811635137kW,8735.823566436768kW,141kW,10kW,,1kW,0kW,4kW,598kW,,,0kW,18kW,8kW,83kW,2kW,324kW,0kW,46kW,0kW
2016-02-13T04:00:00+11:00 Sydney,14kW,11kW,23kW,,113kW,124kW,7kW,9kW,0kW,0kW,17kW,1kW,1kW,,2kW,0kW,246kW,1kW,2kW,1kW,17kW,100kW,0kW,32kW,18kW,,49kW,4kW,0kW,0kW,,,13kW,1kW,4kW,4kW,1kW,35kW,,7kW,27kW,80kW,22kW,0kW,25kW,0kW,,1kW,58kW,2kW,25kW,2394.6405029296875kW,,123kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,21kW,22kW,29kW,0kW,2kW,170kW,74kW,0.05283823609352112kW,0kW,1kW,0kW,54kW,,,20kW,0kW,0kW,68kW,9kW,0kW,,378kW,11kW,95kW,32kW,,,339kW,7kW,,0kW,3kW,0kW,5kW,105kW,7kW,0kW,4kW,44kW,0kW,,0kW,320kW,41kW,29kW,56kW,19kW,0kW,,0kW,16kW,,1kW,,0kW,389kW,,468.9189910888672kW,3kW,,0kW,247kW,1kW,19kW,21kW,9kW,30kW,110kW,0kW,,30kW,2kW,7335.245916798711kW,8638.357791900635kW,139kW,9kW,,1kW,0kW,3kW,608kW,,,0kW,18kW,8kW,83kW,3kW,317kW,0kW,49kW,0kW
2016-02-13T04:10:00+11:00 Sydney,14kW,11kW,24kW,,115kW,122kW,7kW,9kW,0kW,0kW,16kW,2kW,1kW,,2kW,0kW,246kW,1kW,2kW,1kW,17kW,88kW,0kW,36kW,26kW,,49kW,4kW,0kW,0kW,,,15kW,1kW,4kW,4kW,1kW,35kW,,7kW,27kW,80kW,22kW,0kW,25kW,0kW,,1kW,58kW,2kW,22kW,2411.0473022460938kW,,26kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,22kW,22kW,29kW,0kW,2kW,170kW,78kW,0.05369547754526138kW,0kW,1kW,0kW,52kW,,,17kW,0kW,0kW,71kW,9kW,0kW,,371kW,11kW,95kW,33kW,,,359kW,8kW,,0kW,1kW,0kW,5kW,104kW,8kW,0kW,4kW,44kW,0kW,,0kW,344kW,41kW,31kW,60kW,21kW,0kW,,0kW,16kW,,1kW,,0kW,404kW,,464.75709533691406kW,3kW,,0kW,244kW,1kW,19kW,23kW,8kW,34kW,111kW,0kW,,30kW,3kW,7318.982421701774kW,8686.664924621582kW,141kW,12kW,,1kW,0kW,4kW,622kW,,,4kW,18kW,8kW,83kW,3kW,315kW,0kW,49kW,0kW
2016-02-13T04:20:00+11:00 Sydney,14kW,11kW,24kW,,115kW,123kW,5kW,6kW,0kW,0kW,16kW,2kW,1kW,,2kW,0kW,242kW,0kW,2kW,1kW,17kW,89kW,0kW,36kW,26kW,,40kW,3kW,0kW,0kW,,,15kW,1kW,4kW,4kW,1kW,34kW,,7kW,27kW,73kW,22kW,0kW,25kW,0kW,,1kW,65kW,2kW,22kW,2412.781494140625kW,,25kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,22kW,22kW,25kW,0kW,2kW,170kW,78kW,0.05369547754526138kW,0kW,1kW,0kW,52kW,,,17kW,0kW,0kW,71kW,9kW,0kW,,283kW,11kW,91kW,33kW,,,359kW,8kW,,0kW,1kW,0kW,1kW,104kW,8kW,0kW,4kW,43kW,0kW,,0kW,344kW,40kW,31kW,47kW,21kW,0kW,,0kW,14kW,,1kW,,0kW,398kW,,453.36878967285156kW,3kW,,0kW,309kW,1kW,18kW,23kW,9kW,34kW,99kW,0kW,,26kW,3kW,7270.362144369632kW,8756.39073562622kW,141kW,12kW,,1kW,0kW,3kW,630kW,,,4kW,18kW,8kW,92kW,2kW,317kW,0kW,43kW,0kW
2016-02-13T04:30:00+11:00 Sydney,14kW,11kW,23kW,,149kW,122kW,5kW,6kW,0kW,0kW,18kW,1kW,1kW,,2kW,0kW,243kW,0kW,2kW,1kW,17kW,90kW,0kW,33kW,24kW,,43kW,3kW,0kW,0kW,,,13kW,1kW,8kW,8kW,1kW,34kW,,7kW,27kW,78kW,21kW,0kW,24kW,0kW,,1kW,65kW,2kW,25kW,2412.781494140625kW,,41kW,0kW,0kW,13kW,5kW,0kW,0kW,1kW,22kW,22kW,23kW,0kW,2kW,170kW,74kW,0.05334794148802757kW,0kW,1kW,0kW,52kW,,,16kW,0kW,0kW,67kW,8kW,0kW,,339kW,11kW,92kW,25kW,,,351kW,8kW,,0kW,1kW,0kW,1kW,104kW,8kW,0kW,4kW,43kW,0kW,,0kW,326kW,37kW,31kW,58kW,19kW,0kW,,0kW,14kW,,1kW,,0kW,368kW,,458.30571365356445kW,2kW,,0kW,307kW,1kW,20kW,20kW,9kW,35kW,106kW,0kW,,80kW,3kW,7356.56657951884kW,8718.017093658447kW,140kW,10kW,,3kW,0kW,4kW,613kW,,,0kW,18kW,8kW,73kW,3kW,318kW,0kW,54kW,0kW
2016-02-13T04:40:00+11:00 Sydney,14kW,10kW,23kW,,127kW,122kW,6kW,9kW,0kW,0kW,18kW,1kW,1kW,,2kW,0kW,249kW,0kW,2kW,1kW,17kW,90kW,0kW,33kW,24kW,,49kW,7kW,0kW,0kW,,,14kW,1kW,6kW,6kW,1kW,35kW,,7kW,27kW,80kW,22kW,0kW,24kW,0kW,,1kW,60kW,2kW,25kW,2412.885498046875kW,,41kW,0kW,0kW,13kW,6kW,0kW,0kW,1kW,24kW,22kW,23kW,1kW,2kW,169kW,74kW,0.05360034108161926kW,0kW,1kW,0kW,54kW,,,15kW,0kW,0kW,67kW,8kW,0kW,,339kW,11kW,92kW,30kW,,,367kW,5kW,,0kW,1kW,0kW,1kW,103kW,8kW,0kW,4kW,43kW,0kW,,0kW,333kW,38kW,31kW,58kW,20kW,0kW,,0kW,14kW,,1kW,,0kW,381kW,,458.30571365356445kW,3kW,,0kW,307kW,1kW,23kW,20kW,8kW,35kW,104kW,0kW,,79kW,2kW,7415.5667057186365kW,8917.844554901123kW,139kW,15kW,,3kW,0kW,4kW,642kW,,,0kW,18kW,8kW,93kW,3kW,322kW,0kW,54kW,0kW
2016-02-13T04:50:00+11:00 Sydney,14kW,11kW,23kW,,127kW,122kW,6kW,9kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,249kW,0kW,2kW,5kW,17kW,87kW,0kW,35kW,24kW,,49kW,7kW,0kW,0kW,,,14kW,1kW,6kW,6kW,1kW,38kW,,7kW,30kW,87kW,22kW,0kW,25kW,0kW,,1kW,60kW,3kW,22kW,2414.8643951416016kW,,41kW,0kW,0kW,13kW,6kW,0kW,0kW,3kW,24kW,29kW,28kW,1kW,2kW,173kW,76kW,0.05360034108161926kW,0kW,1kW,0kW,54kW,,,17kW,0kW,0kW,67kW,8kW,0kW,,318kW,11kW,93kW,31kW,,,367kW,9kW,,0kW,1kW,0kW,1kW,63kW,8kW,0kW,4kW,44kW,0kW,,0kW,347kW,42kW,35kW,66kW,20kW,0kW,,0kW,14kW,,1kW,,0kW,402kW,,446.2938995361328kW,3kW,,0kW,305kW,1kW,23kW,19kW,8kW,34kW,104kW,0kW,,79kW,3kW,7354.500295653939kW,8923.080535888672kW,140kW,15kW,,1kW,0kW,3kW,604kW,,,0kW,18kW,8kW,93kW,2kW,315kW,0kW,45kW,0kW
2016-02-13T05:00:00+11:00 Sydney,10kW,11kW,23kW,,111kW,123kW,7kW,6kW,0kW,0kW,15kW,1kW,1kW,,2kW,0kW,248kW,0kW,2kW,5kW,26kW,88kW,0kW,35kW,23kW,,43kW,3kW,0kW,0kW,,,14kW,1kW,6kW,6kW,1kW,38kW,,7kW,30kW,87kW,21kW,0kW,25kW,0kW,,1kW,58kW,3kW,22kW,2448.176498413086kW,,26kW,0kW,0kW,13kW,5kW,0kW,0kW,3kW,19kW,29kW,28kW,0kW,2kW,173kW,76kW,0.052685365080833435kW,0kW,1kW,0kW,56kW,,,17kW,0kW,0kW,67kW,8kW,0kW,,319kW,11kW,93kW,31kW,,,345kW,9kW,,0kW,3kW,0kW,1kW,102kW,7kW,0kW,4kW,44kW,0kW,,0kW,346kW,42kW,35kW,46kW,19kW,0kW,,0kW,14kW,,1kW,,0kW,402kW,,467.8241882324219kW,3kW,,0kW,261kW,5kW,20kW,19kW,13kW,31kW,102kW,0kW,,74kW,3kW,7318.180731110275kW,8829.028499603271kW,140kW,10kW,,1kW,0kW,3kW,609kW,,,0kW,18kW,8kW,90kW,3kW,323kW,0kW,42kW,0kW
2016-02-13T05:10:00+11:00 Sydney,10kW,11kW,23kW,,115kW,125kW,7kW,7kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,246kW,0kW,2kW,1kW,26kW,88kW,0kW,34kW,20kW,,39kW,7kW,0kW,0kW,,,17kW,4kW,6kW,6kW,1kW,37kW,,6kW,26kW,76kW,22kW,0kW,26kW,0kW,,2kW,56kW,2kW,25kW,2448.176498413086kW,,26kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,19kW,29kW,26kW,0kW,2kW,167kW,72kW,0.05306972935795784kW,0kW,1kW,0kW,52kW,,,14kW,0kW,0kW,70kW,8kW,0kW,,319kW,11kW,98kW,32kW,,,362kW,4kW,,0kW,3kW,0kW,1kW,103kW,8kW,0kW,4kW,46kW,0kW,,0kW,368kW,40kW,27kW,57kW,22kW,0kW,,0kW,16kW,,1kW,,0kW,391kW,,462.8241882324219kW,3kW,,0kW,263kW,5kW,19kW,19kW,13kW,31kW,101kW,0kW,,77kW,3kW,7354.294032881036kW,8777.077140808105kW,139kW,9kW,,1kW,0kW,4kW,589kW,,,0kW,18kW,8kW,89kW,2kW,339kW,0kW,45kW,0kW
2016-02-13T05:20:00+11:00 Sydney,10kW,11kW,23kW,,152kW,126kW,7kW,7kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,246kW,0kW,2kW,1kW,26kW,86kW,0kW,34kW,21kW,,39kW,7kW,0kW,0kW,,,14kW,4kW,10kW,10kW,1kW,37kW,,7kW,29kW,77kW,22kW,0kW,22kW,0kW,,2kW,64kW,2kW,25kW,2463.9234008789062kW,,43kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,27kW,30kW,26kW,0kW,2kW,166kW,76kW,0.05756780132651329kW,0kW,1kW,0kW,54kW,,,15kW,0kW,0kW,68kW,9kW,0kW,,319kW,11kW,112kW,28kW,,,373kW,7kW,,0kW,1kW,0kW,1kW,103kW,8kW,0kW,4kW,42kW,0kW,,0kW,371kW,38kW,34kW,57kW,19kW,0kW,,0kW,13kW,,1kW,,0kW,398kW,,449.29299545288086kW,5kW,,0kW,307kW,5kW,15kW,21kW,13kW,31kW,105kW,0kW,,74kW,2kW,7458.296281917021kW,8816.460773468018kW,140kW,13kW,,1kW,0kW,4kW,616kW,,,0kW,18kW,8kW,89kW,3kW,339kW,0kW,45kW,0kW
2016-02-13T05:30:00+11:00 Sydney,10kW,12kW,23kW,,152kW,126kW,6kW,9kW,0kW,0kW,16kW,1kW,1kW,,3kW,0kW,232kW,0kW,2kW,1kW,26kW,84kW,0kW,32kW,21kW,,39kW,3kW,0kW,0kW,,,14kW,1kW,10kW,10kW,1kW,35kW,,7kW,29kW,77kW,22kW,0kW,24kW,0kW,,2kW,67kW,2kW,22kW,2439.771697998047kW,,43kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,27kW,30kW,23kW,0kW,2kW,165kW,76kW,0.05756780132651329kW,0kW,1kW,0kW,54kW,,,15kW,0kW,0kW,69kW,9kW,0kW,,317kW,11kW,112kW,28kW,,,373kW,10kW,,0kW,1kW,0kW,1kW,64kW,8kW,0kW,4kW,42kW,0kW,,0kW,319kW,38kW,34kW,42kW,21kW,0kW,,0kW,14kW,,1kW,,0kW,373kW,,443.49610137939453kW,5kW,,0kW,307kW,2kW,17kW,21kW,13kW,30kW,107kW,0kW,,74kW,3kW,7354.304182155058kW,8757.927116394043kW,139kW,13kW,,1kW,0kW,5kW,614kW,,,0kW,18kW,8kW,80kW,3kW,318kW,0kW,43kW,0kW
2016-02-13T05:40:00+11:00 Sydney,10kW,12kW,23kW,,152kW,126kW,6kW,9kW,0kW,0kW,16kW,1kW,1kW,,3kW,0kW,232kW,0kW,2kW,1kW,26kW,84kW,0kW,32kW,21kW,,39kW,3kW,0kW,0kW,,,13kW,1kW,10kW,10kW,1kW,35kW,,7kW,29kW,77kW,22kW,0kW,24kW,0kW,,2kW,67kW,2kW,22kW,2439.771697998047kW,,43kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,22kW,29kW,23kW,0kW,2kW,164kW,76kW,0.05756780132651329kW,0kW,1kW,0kW,54kW,,,15kW,0kW,0kW,69kW,9kW,0kW,,317kW,11kW,112kW,27kW,,,373kW,10kW,,0kW,1kW,0kW,1kW,64kW,8kW,0kW,4kW,41kW,0kW,,0kW,319kW,37kW,31kW,42kW,21kW,0kW,,0kW,14kW,,1kW,,0kW,366kW,,443.49610137939453kW,3kW,,0kW,307kW,2kW,17kW,21kW,12kW,30kW,107kW,0kW,,73kW,3kW,7222.314148932466kW,8480.41381072998kW,30kW,13kW,,1kW,0kW,5kW,598kW,,,0kW,18kW,8kW,80kW,3kW,318kW,0kW,43kW,0kW
