Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-07-20T19:30:00+10:00 Sydney,178.77311078503524kW,49kW,37kW,"","",135kW,148kW,30kW,5kW,56kW,1kW,34kW,2kW,2kW,"",6kW,0kW,"",4kW,6kW,1kW,19kW,85kW,1kW,63kW,25kW,0kW,34kW,4kW,0kW,7kW,0kW,0kW,19kW,0kW,14kW,14kW,2kW,75kW,19kW,32kW,149kW,228kW,28kW,1kW,152kW,0kW,0kW,2kW,72kW,26kW,59kW,1706.4409942626953kW,5kW,41kW,99kW,0kW,44kW,7kW,17kW,42kW,2kW,32kW,88kW,57kW,16kW,22kW,91kW,111kW,0.027300113812088966kW,1kW,1kW,0kW,38kW,4kW,"",100kW,242kW,"",4kW,130kW,12kW,0kW,13kW,194kW,28kW,54kW,108kW,52kW,4kW,669kW,12kW,"",4kW,1kW,0kW,1kW,0kW,26kW,0kW,7kW,101kW,0kW,58kW,0kW,341kW,54kW,47kW,0kW,38kW,0kW,2kW,118kW,24kW,95kW,4kW,"",62kW,"","",159.96780014038086kW,4kW,3kW,0kW,328kW,1kW,21kW,56kW,11kW,62kW,162kW,4kW,4kW,143kW,3kW,10076.209205301922kW,0kW,165kW,50kW,"",1kW,8kW,8kW,659kW,10kW,"",1kW,19kW,10kW,124kW,3kW,396kW,0kW,108kW,6kW
2016-07-20T19:35:00+10:00 Sydney,178.76935069699417kW,49kW,37kW,"","",135kW,148kW,22kW,5kW,56kW,1kW,34kW,2kW,2kW,"",6kW,0kW,"",4kW,6kW,1kW,19kW,85kW,1kW,63kW,25kW,0kW,34kW,4kW,0kW,7kW,0kW,0kW,19kW,0kW,14kW,14kW,2kW,75kW,19kW,32kW,149kW,228kW,31kW,1kW,159kW,0kW,0kW,2kW,70kW,26kW,59kW,1706.4409942626953kW,5kW,38kW,94kW,0kW,44kW,7kW,17kW,42kW,2kW,35kW,88kW,57kW,16kW,22kW,89kW,111kW,0.027254894375801086kW,1kW,1kW,0kW,38kW,4kW,"",100kW,237kW,"",4kW,130kW,12kW,0kW,13kW,193kW,31kW,54kW,108kW,52kW,4kW,669kW,12kW,"",4kW,1kW,0kW,1kW,0kW,26kW,0kW,7kW,101kW,0kW,58kW,0kW,336kW,54kW,47kW,0kW,35kW,0kW,2kW,118kW,23kW,97kW,4kW,"",52kW,"","",160.0930004119873kW,4kW,3kW,0kW,328kW,1kW,22kW,65kW,11kW,63kW,149kW,4kW,4kW,143kW,3kW,10022.330600266052kW,0kW,163kW,50kW,"",1kW,8kW,5kW,655kW,10kW,"",1kW,19kW,10kW,124kW,3kW,392kW,0kW,108kW,6kW
2016-07-20T19:40:00+10:00 Sydney,178.7655906089531kW,40kW,38kW,"","",124kW,148kW,22kW,6kW,56kW,1kW,28kW,2kW,2kW,"",6kW,0kW,"",7kW,6kW,1kW,19kW,85kW,1kW,59kW,25kW,0kW,34kW,4kW,0kW,7kW,0kW,0kW,21kW,0kW,14kW,14kW,2kW,75kW,18kW,32kW,148kW,235kW,31kW,1kW,159kW,0kW,0kW,2kW,70kW,26kW,59kW,1718.336196899414kW,5kW,38kW,94kW,0kW,44kW,7kW,17kW,41kW,2kW,35kW,88kW,47kW,16kW,21kW,88kW,113kW,0.027254894375801086kW,1kW,1kW,0kW,38kW,5kW,"",101kW,237kW,"",4kW,130kW,12kW,0kW,16kW,193kW,31kW,41kW,135kW,54kW,4kW,661kW,12kW,"",4kW,1kW,0kW,1kW,0kW,26kW,0kW,7kW,101kW,0kW,58kW,0kW,358kW,39kW,43kW,0kW,35kW,0kW,1kW,118kW,23kW,97kW,4kW,"",52kW,"","",158.56639671325684kW,4kW,1kW,0kW,328kW,1kW,22kW,65kW,11kW,63kW,146kW,4kW,4kW,143kW,3kW,9986.695439116kW,0kW,162kW,47kW,"",1kW,8kW,5kW,619kW,11kW,"",1kW,19kW,10kW,124kW,3kW,396kW,0kW,108kW,6kW
2016-07-20T19:45:00+10:00 Sydney,178.761830520912kW,40kW,38kW,"","",124kW,135kW,22kW,6kW,51kW,1kW,28kW,2kW,6kW,"",6kW,0kW,"",7kW,4kW,1kW,18kW,85kW,1kW,59kW,39kW,0kW,29kW,5kW,0kW,7kW,0kW,0kW,21kW,0kW,13kW,13kW,2kW,109kW,18kW,36kW,148kW,235kW,31kW,1kW,159kW,0kW,0kW,2kW,70kW,25kW,40kW,1718.336196899414kW,5kW,38kW,94kW,0kW,44kW,7kW,25kW,41kW,1kW,28kW,88kW,47kW,12kW,21kW,89kW,113kW,0.027254894375801086kW,2kW,1kW,0kW,32kW,5kW,"",101kW,237kW,"",9kW,122kW,12kW,0kW,16kW,150kW,31kW,41kW,135kW,54kW,4kW,661kW,10kW,"",4kW,1kW,4kW,1kW,0kW,24kW,0kW,7kW,97kW,0kW,41kW,0kW,360kW,39kW,43kW,0kW,35kW,0kW,1kW,118kW,23kW,96kW,4kW,"",60kW,"","",150.56639671325684kW,4kW,1kW,0kW,359kW,1kW,23kW,65kW,11kW,63kW,146kW,4kW,4kW,143kW,3kW,9965.69167902796kW,0kW,160kW,47kW,"",1kW,2kW,5kW,616kW,11kW,"",0kW,19kW,13kW,120kW,6kW,396kW,0kW,107kW,6kW
2016-07-20T19:50:00+10:00 Sydney,178.75807043287094kW,40kW,38kW,"","",124kW,135kW,19kW,6kW,51kW,1kW,33kW,2kW,6kW,"",6kW,0kW,"",7kW,4kW,1kW,18kW,85kW,1kW,89kW,39kW,0kW,29kW,5kW,0kW,7kW,0kW,0kW,21kW,0kW,13kW,13kW,2kW,109kW,18kW,36kW,148kW,235kW,25kW,1kW,170kW,0kW,0kW,2kW,77kW,25kW,40kW,1717.7861938476562kW,5kW,41kW,90kW,0kW,44kW,7kW,25kW,41kW,1kW,28kW,88kW,47kW,12kW,21kW,89kW,113kW,0.027660222724080086kW,2kW,1kW,0kW,32kW,5kW,"",101kW,244kW,"",9kW,122kW,12kW,0kW,16kW,148kW,25kW,41kW,135kW,54kW,4kW,661kW,10kW,"",4kW,1kW,4kW,1kW,0kW,24kW,0kW,7kW,97kW,0kW,41kW,0kW,369kW,40kW,43kW,0kW,34kW,0kW,1kW,118kW,21kW,96kW,4kW,"",60kW,"","",65.7367000579834kW,4kW,1kW,0kW,359kW,1kW,23kW,68kW,11kW,62kW,148kW,4kW,4kW,143kW,3kW,9936.308624561236kW,0kW,160kW,47kW,"",1kW,2kW,5kW,616kW,11kW,"",0kW,19kW,13kW,120kW,6kW,396kW,0kW,107kW,6kW
2016-07-20T19:55:00+10:00 Sydney,178.75431034482986kW,45kW,36kW,"","",126kW,135kW,19kW,7kW,51kW,1kW,33kW,2kW,2kW,"",10kW,0kW,"",3kW,3kW,1kW,19kW,101kW,1kW,89kW,17kW,0kW,30kW,4kW,0kW,7kW,0kW,0kW,17kW,0kW,13kW,13kW,1kW,109kW,18kW,41kW,149kW,215kW,25kW,1kW,170kW,0kW,0kW,6kW,77kW,25kW,40kW,1706.7861938476562kW,10kW,41kW,90kW,0kW,44kW,7kW,25kW,40kW,1kW,28kW,53kW,52kW,13kW,16kW,89kW,121kW,0.027660222724080086kW,2kW,1kW,0kW,36kW,10kW,"",90kW,244kW,"",9kW,122kW,12kW,0kW,16kW,148kW,25kW,42kW,137kW,48kW,5kW,662kW,12kW,"",6kW,1kW,0kW,1kW,0kW,25kW,0kW,9kW,97kW,0kW,41kW,0kW,341kW,40kW,53kW,0kW,34kW,0kW,1kW,118kW,21kW,96kW,5kW,"",60kW,"","",73.7367000579834kW,7kW,2kW,0kW,330kW,1kW,23kW,68kW,11kW,62kW,145kW,4kW,4kW,143kW,3kW,9915.304864473193kW,0kW,160kW,38kW,"",1kW,9kW,5kW,638kW,10kW,"",1kW,19kW,10kW,138kW,6kW,385kW,0kW,107kW,11kW
2016-07-20T20:00:00+10:00 Sydney,182.75055025678878kW,45kW,36kW,"","",126kW,135kW,21kW,7kW,53kW,1kW,33kW,1kW,2kW,"",10kW,0kW,"",3kW,3kW,1kW,19kW,101kW,1kW,89kW,17kW,0kW,30kW,4kW,0kW,7kW,0kW,0kW,17kW,0kW,19kW,19kW,1kW,111kW,18kW,41kW,149kW,215kW,25kW,1kW,169kW,0kW,0kW,6kW,77kW,26kW,41kW,1706.7861938476562kW,10kW,37kW,89kW,0kW,44kW,8kW,24kW,40kW,1kW,31kW,53kW,52kW,13kW,16kW,88kW,121kW,0.027660222724080086kW,2kW,1kW,0kW,36kW,10kW,"",90kW,222kW,"",7kW,124kW,13kW,0kW,16kW,160kW,25kW,42kW,137kW,55kW,5kW,662kW,12kW,"",6kW,1kW,0kW,1kW,0kW,25kW,0kW,9kW,131kW,0kW,42kW,0kW,339kW,40kW,53kW,0kW,36kW,0kW,1kW,118kW,21kW,127kW,5kW,"",64kW,"","",73.4281997680664kW,7kW,2kW,0kW,330kW,1kW,20kW,61kW,10kW,63kW,148kW,4kW,4kW,143kW,3kW,9974.992604095236kW,0kW,162kW,38kW,"",1kW,9kW,5kW,641kW,10kW,"",1kW,19kW,10kW,138kW,3kW,381kW,0kW,92kW,11kW
2016-07-20T20:05:00+10:00 Sydney,182.7467901687477kW,42kW,36kW,"","",126kW,135kW,21kW,7kW,53kW,1kW,34kW,1kW,2kW,"",10kW,0kW,"",3kW,3kW,1kW,19kW,102kW,1kW,83kW,17kW,0kW,30kW,4kW,0kW,7kW,0kW,0kW,17kW,0kW,19kW,19kW,1kW,111kW,18kW,41kW,167kW,215kW,23kW,1kW,169kW,0kW,0kW,6kW,69kW,26kW,41kW,1713.9562072753906kW,10kW,37kW,89kW,0kW,44kW,8kW,24kW,40kW,1kW,31kW,53kW,52kW,13kW,16kW,92kW,121kW,0.027190150693058968kW,2kW,1kW,0kW,36kW,10kW,"",95kW,222kW,"",7kW,124kW,13kW,0kW,16kW,163kW,23kW,38kW,137kW,49kW,5kW,662kW,12kW,"",6kW,1kW,0kW,1kW,0kW,25kW,0kW,9kW,131kW,0kW,42kW,0kW,370kW,50kW,53kW,0kW,36kW,0kW,1kW,118kW,22kW,127kW,5kW,"",64kW,"","",240.21329307556152kW,7kW,2kW,0kW,330kW,1kW,20kW,61kW,10kW,63kW,152kW,4kW,4kW,143kW,3kW,10195.943480670394kW,0kW,162kW,38kW,"",1kW,9kW,5kW,635kW,10kW,"",1kW,19kW,10kW,138kW,3kW,386kW,0kW,92kW,11kW
2016-07-20T20:10:00+10:00 Sydney,182.74303008070663kW,42kW,38kW,"","",129kW,134kW,21kW,9kW,48kW,1kW,34kW,1kW,1kW,"",6kW,0kW,"",1kW,2kW,1kW,18kW,102kW,1kW,83kW,17kW,0kW,37kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,12kW,12kW,3kW,71kW,18kW,38kW,167kW,222kW,23kW,1kW,169kW,0kW,0kW,2kW,69kW,25kW,66kW,1713.9562072753906kW,10kW,37kW,89kW,0kW,43kW,7kW,24kW,40kW,1kW,29kW,55kW,47kW,13kW,17kW,92kW,104kW,0.027190150693058968kW,1kW,1kW,0kW,32kW,6kW,"",95kW,222kW,"",16kW,123kW,16kW,0kW,14kW,150kW,23kW,38kW,105kW,48kW,4kW,580kW,4kW,"",2kW,1kW,0kW,1kW,0kW,24kW,0kW,7kW,126kW,0kW,42kW,0kW,369kW,50kW,41kW,0kW,36kW,0kW,1kW,112kW,22kW,127kW,4kW,"",55kW,"","",244.21329307556152kW,6kW,1kW,0kW,336kW,1kW,20kW,61kW,11kW,63kW,152kW,2kW,5kW,143kW,3kW,10055.939720582352kW,0kW,162kW,34kW,"",1kW,9kW,5kW,645kW,10kW,"",1kW,19kW,10kW,131kW,4kW,378kW,0kW,90kW,5kW
2016-07-20T20:15:00+10:00 Sydney,181.73926999266556kW,42kW,38kW,"","",129kW,134kW,25kW,9kW,48kW,1kW,20kW,2kW,1kW,"",6kW,0kW,"",1kW,2kW,1kW,18kW,102kW,1kW,83kW,17kW,0kW,37kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,12kW,12kW,3kW,71kW,18kW,38kW,167kW,222kW,30kW,1kW,156kW,0kW,0kW,2kW,68kW,25kW,66kW,1713.9562072753906kW,10kW,41kW,78kW,0kW,43kW,7kW,24kW,40kW,1kW,29kW,55kW,47kW,13kW,17kW,98kW,104kW,0.02673816680908203kW,1kW,1kW,0kW,32kW,6kW,"",95kW,186kW,"",16kW,123kW,16kW,0kW,14kW,148kW,30kW,38kW,105kW,48kW,4kW,580kW,4kW,"",2kW,1kW,0kW,1kW,0kW,24kW,0kW,7kW,126kW,0kW,42kW,0kW,367kW,36kW,41kW,0kW,33kW,0kW,1kW,112kW,22kW,114kW,4kW,"",55kW,"","",86.39439964294434kW,6kW,1kW,0kW,336kW,1kW,21kW,58kW,11kW,61kW,147kW,2kW,5kW,143kW,3kW,9798.11661507781kW,0kW,162kW,34kW,"",1kW,9kW,7kW,645kW,10kW,"",1kW,19kW,10kW,131kW,4kW,378kW,0kW,90kW,5kW
2016-07-20T20:20:00+10:00 Sydney,181.73550990462448kW,41kW,37kW,"","",128kW,134kW,25kW,6kW,48kW,1kW,20kW,2kW,1kW,"",5kW,0kW,"",3kW,2kW,1kW,18kW,94kW,1kW,58kW,21kW,0kW,37kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,12kW,12kW,1kW,71kW,18kW,31kW,165kW,226kW,30kW,1kW,156kW,0kW,0kW,2kW,68kW,25kW,66kW,1714.8719024658203kW,10kW,39kW,78kW,0kW,43kW,7kW,24kW,40kW,1kW,29kW,51kW,49kW,11kW,16kW,98kW,108kW,0.02673816680908203kW,1kW,1kW,0kW,32kW,6kW,"",89kW,186kW,"",16kW,123kW,16kW,0kW,16kW,148kW,30kW,39kW,125kW,45kW,4kW,574kW,6kW,"",6kW,1kW,5kW,1kW,0kW,25kW,0kW,7kW,126kW,0kW,42kW,0kW,334kW,36kW,37kW,0kW,33kW,0kW,1kW,113kW,22kW,114kW,4kW,"",55kW,"","",86.39439964294434kW,3kW,2kW,0kW,336kW,1kW,21kW,58kW,11kW,61kW,144kW,2kW,3kW,143kW,3kW,9753.028550180199kW,0kW,159kW,41kW,"",1kW,6kW,7kW,666kW,10kW,"",1kW,19kW,11kW,131kW,4kW,380kW,0kW,90kW,6kW
2016-07-20T20:25:00+10:00 Sydney,181.7317498165834kW,41kW,37kW,"","",128kW,137kW,27kW,6kW,50kW,1kW,20kW,2kW,1kW,"",5kW,0kW,"",3kW,2kW,1kW,19kW,94kW,1kW,58kW,21kW,0kW,34kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,12kW,12kW,1kW,71kW,18kW,31kW,165kW,226kW,30kW,1kW,143kW,0kW,0kW,2kW,68kW,24kW,41kW,1714.8719024658203kW,10kW,39kW,79kW,0kW,42kW,6kW,26kW,40kW,1kW,31kW,51kW,49kW,11kW,16kW,99kW,108kW,0.02673816680908203kW,1kW,1kW,0kW,34kW,6kW,"",89kW,179kW,"",5kW,116kW,15kW,0kW,16kW,157kW,30kW,39kW,125kW,39kW,4kW,574kW,6kW,"",6kW,1kW,5kW,1kW,0kW,25kW,0kW,7kW,92kW,0kW,42kW,0kW,329kW,36kW,37kW,0kW,30kW,0kW,1kW,113kW,22kW,90kW,4kW,"",57kW,"","",83.39439964294434kW,3kW,2kW,0kW,330kW,1kW,21kW,58kW,10kW,66kW,144kW,2kW,3kW,143kW,3kW,9618.024790092157kW,0kW,159kW,41kW,"",3kW,6kW,7kW,654kW,10kW,"",1kW,19kW,11kW,116kW,4kW,384kW,0kW,87kW,6kW
2016-07-20T20:30:00+10:00 Sydney,181.72798972854233kW,39kW,37kW,"","",128kW,137kW,27kW,6kW,50kW,1kW,19kW,2kW,1kW,"",5kW,0kW,"",3kW,2kW,1kW,19kW,97kW,1kW,56kW,21kW,0kW,34kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,12kW,12kW,1kW,71kW,18kW,31kW,174kW,226kW,33kW,1kW,143kW,0kW,0kW,2kW,68kW,24kW,41kW,1717.700698852539kW,10kW,39kW,79kW,0kW,42kW,6kW,26kW,40kW,1kW,31kW,51kW,49kW,11kW,16kW,100kW,108kW,0.027726439759135246kW,1kW,1kW,0kW,34kW,6kW,"",89kW,179kW,"",5kW,116kW,15kW,0kW,16kW,159kW,33kW,39kW,125kW,39kW,4kW,574kW,6kW,"",6kW,1kW,5kW,1kW,0kW,25kW,0kW,7kW,92kW,0kW,42kW,0kW,329kW,34kW,37kW,0kW,30kW,0kW,1kW,113kW,23kW,90kW,4kW,"",57kW,"","",172.5006980895996kW,3kW,2kW,0kW,330kW,1kW,21kW,62kW,10kW,66kW,136kW,2kW,3kW,143kW,3kW,9682.95711311044kW,0kW,166kW,41kW,"",3kW,6kW,5kW,616kW,10kW,"",1kW,19kW,11kW,116kW,4kW,384kW,0kW,87kW,6kW
2016-07-20T20:35:00+10:00 Sydney,181.72422964050125kW,39kW,37kW,"","",160kW,137kW,27kW,6kW,50kW,1kW,19kW,2kW,1kW,"",5kW,0kW,"",2kW,2kW,1kW,19kW,97kW,1kW,56kW,20kW,0kW,29kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,12kW,12kW,1kW,71kW,19kW,32kW,174kW,248kW,33kW,1kW,143kW,0kW,0kW,2kW,68kW,24kW,41kW,1717.700698852539kW,11kW,40kW,79kW,0kW,42kW,7kW,26kW,41kW,1kW,31kW,49kW,52kW,13kW,22kW,100kW,105kW,0.027726439759135246kW,8kW,1kW,0kW,32kW,5kW,"",79kW,179kW,"",5kW,116kW,15kW,0kW,16kW,159kW,33kW,41kW,113kW,37kW,4kW,582kW,4kW,"",4kW,1kW,5kW,1kW,0kW,26kW,0kW,9kW,92kW,0kW,42kW,0kW,351kW,34kW,41kW,0kW,30kW,0kW,1kW,120kW,23kW,90kW,4kW,"",57kW,"","",164.5006980895996kW,4kW,1kW,0kW,335kW,1kW,21kW,62kW,10kW,66kW,134kW,4kW,5kW,143kW,3kW,9642.9533530224kW,0kW,147kW,42kW,"",3kW,3kW,5kW,616kW,10kW,"",1kW,19kW,10kW,124kW,4kW,384kW,0kW,87kW,5kW
2016-07-20T20:40:00+10:00 Sydney,182.72046955246017kW,39kW,37kW,"","",160kW,137kW,30kW,6kW,52kW,1kW,19kW,2kW,1kW,"",5kW,0kW,"",2kW,2kW,1kW,19kW,97kW,1kW,56kW,20kW,0kW,29kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,10kW,10kW,1kW,74kW,19kW,32kW,174kW,248kW,33kW,1kW,148kW,0kW,0kW,2kW,68kW,26kW,67kW,1717.700698852539kW,11kW,40kW,107kW,0kW,45kW,7kW,18kW,41kW,1kW,33kW,49kW,52kW,13kW,22kW,108kW,105kW,0.027726439759135246kW,8kW,1kW,0kW,32kW,5kW,"",79kW,188kW,"",4kW,130kW,12kW,0kW,16kW,151kW,33kW,41kW,113kW,44kW,4kW,582kW,4kW,"",4kW,1kW,5kW,1kW,0kW,26kW,0kW,9kW,90kW,0kW,47kW,0kW,363kW,34kW,42kW,0kW,34kW,0kW,1kW,120kW,23kW,89kW,4kW,"",44kW,"","",163.31839561462402kW,4kW,1kW,0kW,335kW,5kW,29kW,55kW,10kW,59kW,137kW,4kW,5kW,143kW,3kW,9712.767290459382kW,0kW,147kW,42kW,"",1kW,3kW,5kW,617kW,10kW,"",1kW,19kW,10kW,124kW,4kW,378kW,0kW,87kW,5kW
2016-07-20T20:45:00+10:00 Sydney,182.7167094644191kW,42kW,37kW,"","",160kW,137kW,30kW,6kW,52kW,1kW,19kW,2kW,1kW,"",5kW,0kW,"",2kW,2kW,1kW,19kW,93kW,5kW,65kW,20kW,0kW,29kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,10kW,10kW,1kW,74kW,19kW,32kW,147kW,248kW,25kW,1kW,148kW,0kW,0kW,2kW,66kW,26kW,67kW,1714.748794555664kW,11kW,39kW,107kW,0kW,45kW,7kW,18kW,41kW,1kW,33kW,49kW,52kW,13kW,22kW,107kW,105kW,0.8280407786369324kW,8kW,1kW,0kW,32kW,5kW,"",92kW,188kW,"",4kW,130kW,12kW,0kW,16kW,148kW,25kW,38kW,113kW,45kW,4kW,582kW,4kW,"",4kW,1kW,5kW,1kW,0kW,26kW,0kW,9kW,90kW,0kW,47kW,0kW,349kW,41kW,42kW,0kW,34kW,0kW,1kW,120kW,22kW,89kW,4kW,"",44kW,"","",158.19779777526855kW,4kW,1kW,0kW,335kW,5kW,29kW,55kW,10kW,59kW,142kW,4kW,5kW,143kW,3kW,9716.491342573989kW,0kW,148kW,42kW,"",1kW,3kW,5kW,630kW,10kW,"",1kW,19kW,10kW,124kW,4kW,384kW,0kW,87kW,5kW
2016-07-20T20:50:00+10:00 Sydney,182.71294937637802kW,42kW,37kW,"","",155kW,139kW,30kW,5kW,49kW,1kW,19kW,2kW,1kW,"",6kW,0kW,"",2kW,6kW,1kW,19kW,93kW,5kW,65kW,18kW,0kW,35kW,4kW,0kW,7kW,0kW,0kW,20kW,0kW,11kW,11kW,1kW,74kW,19kW,40kW,147kW,242kW,25kW,1kW,148kW,0kW,0kW,2kW,66kW,25kW,41kW,1714.748794555664kW,10kW,39kW,107kW,0kW,43kW,7kW,19kW,39kW,1kW,32kW,52kW,50kW,14kW,21kW,107kW,107kW,0.8280407786369324kW,2kW,1kW,0kW,30kW,4kW,"",92kW,188kW,"",5kW,119kW,12kW,0kW,16kW,158kW,25kW,38kW,156kW,38kW,3kW,567kW,6kW,"",6kW,1kW,5kW,1kW,0kW,26kW,0kW,7kW,62kW,0kW,46kW,0kW,349kW,41kW,35kW,0kW,34kW,0kW,0kW,113kW,22kW,89kW,3kW,"",57kW,"","",157.19779777526855kW,5kW,1kW,0kW,325kW,5kW,29kW,56kW,12kW,59kW,142kW,0kW,4kW,143kW,3kW,9658.487582485948kW,0kW,147kW,43kW,"",1kW,11kW,5kW,629kW,10kW,"",1kW,19kW,10kW,119kW,4kW,382kW,0kW,86kW,4kW
2016-07-20T20:55:00+10:00 Sydney,182.70918928833694kW,42kW,37kW,"","",155kW,139kW,17kW,5kW,49kW,1kW,20kW,5kW,1kW,"",6kW,0kW,"",2kW,6kW,1kW,19kW,93kW,5kW,65kW,18kW,0kW,35kW,4kW,0kW,7kW,0kW,0kW,20kW,0kW,11kW,11kW,1kW,74kW,19kW,40kW,147kW,242kW,33kW,1kW,173kW,0kW,0kW,2kW,70kW,25kW,41kW,1714.748794555664kW,10kW,39kW,111kW,0kW,43kW,7kW,19kW,39kW,1kW,32kW,52kW,50kW,14kW,21kW,105kW,107kW,0.822009265422821kW,2kW,1kW,0kW,30kW,4kW,"",92kW,182kW,"",5kW,119kW,12kW,0kW,16kW,160kW,33kW,38kW,156kW,38kW,3kW,567kW,6kW,"",6kW,1kW,5kW,1kW,0kW,26kW,0kW,7kW,62kW,0kW,46kW,0kW,340kW,41kW,34kW,0kW,33kW,0kW,0kW,113kW,25kW,64kW,3kW,"",57kW,"","",156.37460327148438kW,5kW,1kW,0kW,325kW,5kW,18kW,56kW,12kW,59kW,137kW,0kW,4kW,143kW,3kW,9619.654596380908kW,0kW,147kW,43kW,"",1kW,11kW,4kW,629kW,10kW,"",1kW,19kW,10kW,119kW,4kW,382kW,0kW,86kW,4kW
2016-07-20T21:00:00+10:00 Sydney,181.70542920029587kW,42kW,36kW,"","",125kW,139kW,17kW,6kW,42kW,1kW,20kW,5kW,1kW,"",4kW,0kW,"",3kW,6kW,1kW,19kW,80kW,1kW,68kW,18kW,0kW,35kW,4kW,0kW,7kW,0kW,0kW,24kW,0kW,11kW,11kW,1kW,74kW,18kW,40kW,158kW,247kW,33kW,1kW,173kW,0kW,0kW,2kW,70kW,25kW,41kW,1717.3249053955078kW,10kW,42kW,111kW,0kW,43kW,7kW,19kW,37kW,1kW,32kW,47kW,50kW,14kW,16kW,105kW,108kW,0.822009265422821kW,2kW,1kW,0kW,30kW,4kW,"",86kW,182kW,"",5kW,119kW,12kW,0kW,13kW,160kW,33kW,33kW,139kW,43kW,4kW,547kW,5kW,"",4kW,1kW,5kW,1kW,0kW,26kW,0kW,7kW,62kW,0kW,46kW,0kW,356kW,41kW,32kW,0kW,33kW,0kW,1kW,118kW,25kW,64kW,4kW,"",57kW,"","",156.37460327148438kW,3kW,2kW,0kW,325kW,5kW,18kW,56kW,12kW,59kW,135kW,0kW,4kW,143kW,3kW,9574.22694713271kW,0kW,143kW,34kW,"",1kW,11kW,4kW,665kW,10kW,"",1kW,19kW,10kW,119kW,4kW,373kW,0kW,86kW,5kW
